Year,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Brunei Darussalam,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Cabo Verde,Costa Rica,Cuba,Cyprus,Czechia,Germany,Djibouti,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,Guyana,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Mexico,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,"Korea, Dem. People's Rep.",Portugal,Paraguay,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan,Senegal,Singapore,Sierra Leone,El Salvador,"Somalia, Fed. Rep.",Serbia,South Sudan,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Trinidad and Tobago,Tunisia,Turkiye,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,"Venezuela, RB",Viet Nam,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1990,6127288.0633346,1751153151.94866,0.0,3335766741.48489,2050907629.17129,0.0,6704213698.03132,1972701681.51639,11070110.701107,39602347.3767189,4644324240.80376,32817291.9765669,84465502.3598333,373023438.959292,794520547.945205,239361702.12766,241025517.642926,0.0,4768750.0,137065127.51571,9236296955.40526,231168587.554413,156250839.841545,21598187.9216042,11414631846.8936,4056408189.12148,1031475584.0382,9926349250.81692,143973702.091712,180577745.946045,45933813.550475,100513414.321697,889979074.541223,5078572.17192216,0.0,0.0,411409063.265004,815585466.91913,39650093949.6361,31116187.7324571,2649889473.4801,47798904.4373805,904269155.155841,202000000.0,2260645161.29032,107737649.233228,11695038644.5437,0.0,785048309.178744,2141300984.18983,30542031.5886853,35774430324.9841,136006884.085173,43545094840.1343,67706683.5603421,27612553.5020052,52266833.5866941,3464911.1117034,4434725.15476652,2379301.339145,3193376484.06783,132196105.007847,3589328.49015893,67120949.0318533,36272977.871391,2430800.0,847389246.889926,1613975396.26983,10537035450.0528,594006010.402921,16474401698.2345,4086497761.70449,0.0,20734625578.569,38609944.5575812,322429005.351719,28800451682.4134,0.0,246456438.633547,0.0,29090909.0909091,10110714871.0587,8961536461.49313,21220297.9661701,214361038.658359,25000000.0,709332450.608506,187023405.694545,24165932.3160645,20769763.769377,87355711.5484087,17691507.9721057,1069720491.9962,0.0,37948124.1780416,1210872502.31103,130636725.852966,52155069.5094852,21152027.6659552,814025583.097738,60811819.1314729,0.0,84598999.6652635,40181617.4372589,9183570.4914724,24312172.026619,1125007856.20011,156919128.673686,13662211.3084246,277297783.483801,1142475979.61993,7420849635.78912,3394869435.47176,37929191.1253967,1057749671.87686,1447919375.81274,2810101624.33087,73100000.0,777066944.849536,951481869.97388,68691099.4764398,1540736842.10526,0.0,1416083169.93332,112234255.698035,790796703.296703,1739025771.1048,0.0,95132735.4335092,16355466666.6667,1177777777.77778,118215708.960021,1801901209.91101,12387253.5425168,163886690.391459,8560000.0,0.0,551454504.427754,266899036.578679,281422738.461992,5913117377.03145,14223211.6630336,14840075.699376,1641781737.19376,34341542.2474428,50748351.7896167,2214017705.34092,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,247855881.539234,5315413395.48577,87154458.2068739,107006214.22159,152233866.519581,328351062.010466,325129313986.031,86929824.5614035,737870454.68601,511970136.360832,927234.774966126,807070715.481137,4364458203.85573,139324047.264528,416300000.0
1991,6127288.0633346,1031247788.04428,0.0,3335766741.48489,2858778842.10019,0.0,7023509067.11535,1994055545.99645,11070110.701107,42751758.8271914,4624500746.00154,32817291.9765669,69505542.2233408,381720110.052258,232176386.59336,263297872.340426,241025517.642926,0.0,4732875.0,143643960.107356,6694665295.15063,245434285.548899,172269188.151724,21598187.9216042,11338503299.2354,4016764412.58307,1038039494.18125,9802375366.07312,144168701.946425,178198343.181842,43891987.2097209,100513414.321697,911467589.191922,5078572.17192216,0.0,0.0,418387368.734114,815585466.91913,37024379615.7476,31774522.9882794,2671946670.50212,33894298.9505531,565098062.567328,209000000.0,1345757343.0295,107737649.233228,11680263754.1412,0.0,529033816.425121,2200991548.89818,32482582.8837865,35869120915.2144,136006884.085173,47045457327.3683,67706683.5603421,41427184.1755229,71764178.3996456,3996271.67318971,4434725.15476652,2379301.339145,3146899034.9562,119310860.469926,2031374.37282557,47398089.4055866,36272977.871391,2415742.34733194,722549153.413242,1697029205.46372,8622473881.38455,624932658.118737,17549594829.9352,4086497761.70449,0.0,21585706771.8811,31891976.6587707,433271745.101092,32785415754.1924,0.0,191908506.283649,0.0,43294683.6634263,10956524347.7561,12924377965.9407,21220297.9661701,229469731.0033,25000000.0,709332450.608506,277389023.844917,22308171.454232,20769763.769377,97334052.2155733,17691507.9721057,1148445710.41342,0.0,34707087.4378868,1459136040.92194,130636725.852966,52155069.5094852,21744818.1247103,942677085.156834,60811819.1314729,110838314.608565,71803523.2524905,39440703.4893796,10496859.8864065,23704121.1995819,1571959986.47307,144767719.786189,13662211.3084246,243705781.024049,67668345.4972453,7246192325.00961,3287551635.52339,35431485.7066166,989033810.015518,1254811443.43303,3067123794.15818,78600000.0,697734627.831715,913219741.908249,52642141.6630504,1721995820.76569,0.0,1597556798.8274,197613496.807981,895631868.131868,1377194084.87286,0.0,105333802.051708,16355466666.6667,1365798114.91107,110014994.310669,2022806865.21374,23179749.7155859,145127188.6121,8560000.0,0.0,551454504.427754,266899036.578679,281422738.461992,5878822052.85847,16006837.3096925,16561706.5363913,2893808463.25167,34341542.2474428,45904568.1248604,2598337173.94031,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,260431030.66013,5670666519.6485,108141651.87514,73561599.9782019,152233866.519581,268628014.63081,299372779114.591,86929824.5614035,983721953.365596,427617814.087875,927234.774966126,1028217916.58687,3874415134.79061,86247306.2220276,376050000.0
1992,6127288.0633346,794138821.161656,31559657.4817579,3335766741.48489,3254455191.68378,0.0,6882091580.0683,2139925321.74009,11070110.701107,38986476.4309684,4131298112.21321,32817291.9765669,71116618.5604401,427723624.979361,255770911.521259,279255319.148936,241025517.642926,0.0,5292125.0,141441910.309395,4993804466.92814,251692787.466927,177986045.607732,23185438.1696462,10788803123.94,4138043833.82401,1168858391.06836,12244267842.2149,156797334.260197,183796639.112629,85527294.3626357,125617699.061551,1102357226.95915,3557902.66048787,0.0,0.0,630127106.011074,815585466.91913,39319418649.1961,33625739.2204635,2837745376.59063,63127240.8448279,1053301642.69261,211000000.0,1415819974.41108,107737649.233228,12250195429.6283,0.0,255343443.354148,2075955550.12822,30539125.343482,37902269820.7805,136006884.085173,45592591817.9765,67706683.5603421,41663996.0444269,55654040.2948555,3501687.89225368,4434725.15476652,2379301.339145,3623052914.95211,153753024.292978,3625349.99440009,47398089.4055866,36272977.871391,1700399.01363747,812017967.195183,1887635965.9494,8083231409.70982,674035044.462192,19732558015.4057,4086497761.70449,0.0,22177090390.3319,47192327.6263812,367745484.820937,35999123575.8107,0.0,156036602.021306,0.0,62293735.8871923,11614665196.0992,6316012045.43982,102292611.331368,442786331.073862,22650000.0,709332450.608506,326765473.561246,24237292.2956091,20769763.769377,111320676.45306,17691507.9721057,1228526552.8756,0.0,23102633.3648969,1824550066.238,130636725.852966,52155069.5094852,26692690.8062996,1370457676.51236,60811819.1314729,33041891.2017593,59605412.1714252,39378674.1555475,11427598.4373394,25238116.3828512,1766520895.9794,124561274.329333,13662211.3084246,173657679.322943,47200000.0,7904561273.35182,3803684930.4047,37607537.8943056,870398917.171109,1517165149.54486,3388776372.65377,78800000.0,904617804.997472,1078843704.06663,58569676.6642859,1881935067.22245,0.0,1912679509.68754,169556285.205336,895631868.131868,831620409.60796,0.0,88570170.0027625,15360266666.6667,183718440.712828,109772868.088193,2332148535.5777,26661754.5180421,134193736.654804,8560000.0,0.0,551454504.427754,266899036.578679,281422738.461992,6141834497.22949,20976434.1639756,20499884.8101711,2976570155.902,35324074.7736992,49113686.8511326,2961769835.55183,1037058.64242542,79583333.3333333,8230000.0,35166666.6666667,289677115.168701,6157947273.30402,96907036.4249533,52331345.9689724,152233866.519581,366965197.814078,325033735954.804,86929824.5614035,992932484.978058,332970309.40351,927234.774966126,1306900025.81161,3677406460.70666,97756279.9772376,296350000.0
1993,6127288.0633346,1774397876.82742,39289843.4285042,3335766741.48489,3368550452.17659,9829763.86600769,6733829289.52236,2115115266.68433,77519379.8449612,36267402.586704,3746042850.89637,32817291.9765669,60526975.6288781,471044672.335061,282674243.302795,279255319.148936,241025517.642926,0.0,6130375.0,109897117.990753,7099899155.09737,233941291.875801,185671482.870903,19144450.3695751,10268822622.0283,3611212625.70891,1291053675.96483,12360225860.6446,148635238.360944,168175220.632639,469173805.489934,109477580.051066,1529432893.23516,2735413.40800183,0.0,0.0,268277271.620148,815585466.91913,34868224471.8466,31065546.5589323,2682011246.24842,95993941.2108112,1276911083.12558,276000000.0,1526165392.00363,107737649.233228,10041511353.1917,13146559.8848877,163850000.0,1615424808.84487,32041095.6238609,35775273292.8873,136006884.085173,38113206791.4603,67706683.5603421,41004328.5772423,43956503.9927158,2556388.66762778,4434725.15476652,2379301.339145,3364413329.76605,144445075.381165,4436526.4736053,40592869.1293316,577978268.627984,1449444.3361279,735860385.584316,1933304585.30976,8253542581.48511,597723765.566692,1448177703.48058,4086497761.70449,0.0,18242013901.2785,44542579.5435415,391137488.435464,41353936221.8745,0.0,105704527.312319,0.0,44626255.1134251,12377424872.7063,2980065531.62448,107643979.057592,452979280.562319,30450000.0,709332450.608506,354785171.204953,22140684.3873748,20769763.769377,97653069.7068746,17691507.9721057,1251786538.13271,0.0,37830790.8150602,2122980337.78189,130636725.852966,44497338.9884978,24637705.5715577,2061809623.88967,60811819.1314729,14057102.955483,59366482.2003799,30155786.9642236,10777425.2039891,25728062.7240062,1923398171.7811,70155520.3290347,13662211.3084246,289231103.900224,40210589.6189068,7054868961.85133,3175583193.42893,37041837.4232624,866788074.638883,1439921976.59298,3308760744.5779,95200000.0,956586464.955339,1173017500.12906,68596992.1599056,2123378415.67762,0.0,1655575218.56563,157930499.273865,895631868.131868,722451519.700652,7766720078.41342,89436136.3589093,16451200000.0,257981093.940269,119937986.248203,2481448703.11117,23339131.1090317,116470035.587189,8560000.0,0.0,551454504.427754,266899036.578679,230303671.569146,4752660459.46324,23724347.7143224,12949843.0000405,1426095238.09524,39200036.7279623,50147794.7330689,3156299862.55707,23498175.2177187,79583333.3333333,8230000.0,22644876.7543122,276167134.915416,7075086939.89767,58725701.6240864,62636650.4326287,152233866.519581,418919638.983124,316719443747.423,86929824.5614035,1287954760.86423,297716380.03947,927234.774966126,1535457656.47247,3254313378.66538,51128294.4940289,249800000.0
1994,6127288.0633346,594991178.694447,49649504.9316606,3335766741.48489,3754724686.88939,9829763.86600769,7459696581.9777,2227560550.13156,43942747.0585426,41909745.0348687,3944101812.83271,32817291.9765669,30259093.4879909,547417522.185003,241993434.773533,284574468.085106,241025517.642926,0.0,7899375.0,134595240.362557,10591499118.3781,261876080.238831,170433762.315386,10689745.2292396,9577377639.78794,3899275420.5997,1466048831.80184,9867120066.27418,84071649.2106519,94517340.4418188,469173805.489934,109477580.051066,2005122887.75573,3431398.8872987,0.0,0.0,298469126.876729,938252776.610121,34039251428.098,30711058.3442587,2718790041.74167,100956679.660489,1334911647.6746,291000000.0,1714409786.33021,80198311.2103967,10092671257.3779,25135735.3798423,148691674.290942,1756338983.66821,33665273.338251,37288606059.734,136006884.085173,38569013504.8574,67706683.5603421,37823250.8302971,45871747.5087955,2316899.69598519,2016728.76510656,2379301.339145,3587244914.44126,153011545.416609,5485552.10065804,40592869.1293316,1472678523.61282,1527825.79787234,757131989.349563,2239731574.68472,8880551226.0269,633699379.139512,1703171536.2057,4086497761.70449,0.0,18062459081.75,34218503.9548569,407863026.715744,45285594082.655,106926892.957739,117331482.624628,28672625.1418136,107258618.996169,13519265762.7271,3296055512.51389,116105380.350497,637473438.606725,39300000.0,709332450.608506,437032405.074562,25853328.8273065,21062271.3845767,113834573.485786,33900348.0435732,1365250018.74448,0.0,27580945.6743395,2635284078.78831,130636725.852966,29898866.1845625,27870262.1406315,2801966891.5515,60811819.1314729,16393641.2249437,72864691.9231145,29488165.081934,11853856.2615532,17060803.0767822,2120597806.61977,56958995.1560212,17471024.2162805,319694489.907256,35401494.5975534,7137373800.97303,3403291213.13538,39252998.6335341,979531816.995944,1520091027.30819,3320617929.37389,101000000.0,1111161731.20729,1392199021.8494,83255878.3396286,2251923178.48153,0.0,1641548411.42883,161100272.278829,895631868.131868,936686222.501496,13547871733.4246,40510575.3923129,14279733333.3333,226167004.478452,66146738.5920516,2797163882.05101,26495551.6924021,109334519.572954,8560000.0,0.0,551454504.427754,299993419.135274,237949504.101327,4818836776.19275,25804044.1590627,11887196.2435669,1636299776.08992,22153979.1608505,25396024.8917067,3611133200.79523,14182891.5298661,79583333.3333333,8230000.0,24202817.5860306,297068854.727893,5293173965.76006,58375569.7749941,104127847.91387,919044682.059393,450443306.000095,308084000000.0,86929824.5614035,939683231.420828,431345012.174325,927234.774966126,2353269331.64586,3478582291.31463,62869469.9949654,247900000.0
1995,6127288.0633346,233843714.8893,50907521.7778257,3335766741.48489,3801950487.62191,52228583.8170226,7665878445.99453,2557834494.18618,66159968.9138776,42108929.8798432,4449014834.61072,32817291.9765669,36862814.2354572,620095155.928424,311147105.587547,303191489.361702,241025517.642926,179081676.937766,8052875.0,140760862.77222,14318919608.0931,285738475.214833,165873977.801105,13014176.1561701,9176903908.36758,4645360981.67395,1827997368.77257,12385129474.9875,84071649.2106519,113575532.707734,469173805.489934,109477580.051066,2619338187.12438,6206630.03410394,0.0,0.0,298833385.510591,1065352458.67667,38563185777.7354,29608206.1208298,3117966146.47015,84449968.3763072,1234655191.58587,475000000.0,1948876985.79982,124996349.879465,11439906271.1837,36343487.5827555,122460147.475046,1908986807.29445,34700248.16366,40124024138.3696,136006884.085173,38294283079.8348,67706683.5603421,49054322.2642894,45871747.5087955,2886551.70751845,2211919.91051615,3447875.17930554,4179913246.97254,158348657.492683,5691560.61385037,40592869.1293316,1947665978.2438,1911950.60126938,612184817.11635,2478753541.07649,9754464629.8929,702039703.123066,2501544189.55785,4086497761.70449,0.0,17185853003.8965,35298829.6089306,299838515.542344,49961673236.9689,177686628.383921,149096438.251753,51598795.0359918,123101153.486778,16085095679.4805,3692435533.15821,103704532.180094,746264054.12573,39300000.0,709332450.608506,763663963.661622,34373285.4712731,30453612.5,128521764.263556,43560331.058516,1437898700.73909,13345789.4034432,27170664.1222985,1562615372.39288,130636725.852966,40468959.1063172,31144859.9551321,3932079180.66574,60811819.1314729,21281148.7852559,33465088.2669406,31987855.2493681,13447369.480568,11047717.5029607,2444098386.83916,68236520.1856033,18431407.1177286,639406630.64676,35119851.4629075,8011539559.49845,3508040838.74756,39766584.5061601,1146415728.27257,1513849154.74642,3665932426.75246,96600000.0,1413463629.38407,1700402496.64586,56405488.1860232,2719362633.91863,0.0,2016499720.1793,206926409.311294,895631868.131868,983140541.391249,12741629470.4057,56449336.7202935,13200266666.6667,138756425.66202,80915880.6606457,3672797697.15955,25023304.5910044,111636298.932384,8560000.0,0.0,551454504.427754,629622682.638738,334655022.858287,4653429165.95988,28769619.7226978,11591841.1917757,957899818.94991,20034138.1714441,30852572.784024,3849025895.83868,5803400.6462693,135612612.612613,8230000.0,24202817.5860306,342902458.366376,6606245814.71084,85513656.0872152,127002622.515654,1046793431.40516,523862025.515829,295853097724.661,112678421.494542,1198810237.38705,431345012.174325,927234.774966126,805892377.911418,3292446561.84434,55265536.3439526,262900000.0
1996,6127288.0633346,159741933.468199,45713356.1086709,3335766741.48489,3379138769.76541,52410268.5482839,8202776516.98934,2457903048.65764,71606841.2432157,50893980.7826337,4241865967.61501,32817291.9765669,37141874.1398724,638958844.832812,213616356.26711,321808510.638298,241025517.642926,182805614.55491,7965875.0,146963017.847677,14073226544.6224,328359479.163712,140560134.769268,12196218.5662455,8615884471.23883,4239447900.90695,1904105834.32581,14275400819.9732,102660140.122607,116936303.640686,89269879.9838198,109477580.051066,4318552315.54274,4261939.78799271,0.0,0.0,448075909.330522,1123923830.99588,36531135729.4786,24527208.3771755,3086224944.68559,107001292.233531,1452431007.74627,419000000.0,2115742979.46619,152271808.56,11294316854.7562,41436607.7091847,126454733.235931,2021797095.44643,32851136.6065702,38977734095.7754,136006884.085173,38566134645.3921,67706683.5603421,44417812.6165567,45871747.5087955,3929706.23149338,1897743.65673021,3447875.17930554,4613167576.65798,141370462.942145,5558340.16028495,40592869.1293316,1809859601.86617,0.0,585271901.838883,2874845237.58699,9904672736.30381,750987245.817278,3550986964.19293,4086497761.70449,0.0,20793128832.2001,41791263.9144818,417489421.720733,44047104680.1313,241771205.869549,170804816.256353,54586794.2792905,113563610.865522,16408665266.9578,3241385529.4931,78445466.0149269,735631013.592628,39300000.0,709332450.608506,767105591.680327,28347308.3140475,42260000.0,127833884.333152,38154934.5559927,1447128689.24308,15354611.1613038,49442905.5093875,1882873102.65874,130636725.852966,39683160.2652321,33296174.8165298,4675441101.66842,60811819.1314729,21608196.8917019,36037790.9808123,37887510.7490053,12973518.0882656,20152203.0244635,2420963933.95709,66463535.1855513,17398035.7813086,701412878.580176,31533400.5097505,7829004727.93771,3537003415.60449,39547026.0354195,1238271986.80276,1437191157.3472,3547799671.27419,101200000.0,1396469288.6811,1879303176.29243,78744873.2819335,3083416787.21116,0.0,1964184856.09052,202012224.837222,895631868.131868,874451238.88698,15826340651.8084,73658822.7625318,13340000000.0,106332797.671871,79774881.1460028,4100238291.11231,18592815.2817541,110830676.156584,8560000.0,0.0,551454504.427754,641559871.059046,329972648.331902,4301745511.95255,26486561.922151,10543301.9851187,995089040.932605,24826410.6092831,30852572.784024,3938047248.32003,13458544.8392555,48549386.5030675,8230000.0,24202817.5860306,397469509.188336,7512090795.51722,101038489.457341,135393564.545733,1464905136.46029,575652014.65661,287960668678.94,172211545.661018,733197556.008147,431345012.174325,927234.774966126,416008632.418086,2591787130.61277,37835913.5690041,291650000.0
1997,6127288.0633346,456780475.026196,29825491.9997583,3335766741.48489,3340670335.16758,64062121.1905135,7936884917.39524,2164802343.39854,92086691.9675062,61870123.82539,3684095388.87611,32817291.9765669,38549246.2337386,681915123.987305,244369396.151925,321808510.638298,241025517.642926,249384139.428528,9395000.0,180200446.875488,13934266551.6378,369070790.202113,160507675.114223,12196218.5662455,7945140182.86606,3498218850.5557,2120702607.94906,15699586768.5755,93525611.2625478,118711118.801924,83825040.9227607,109477580.051066,2988711260.69275,4099737.38069711,0.0,0.0,534141188.663451,988324331.827474,31122832250.9443,26552855.3181672,2804317082.69866,150664189.828608,1752395277.54721,499000000.0,2267650313.53744,92756319.4081848,9865892241.04623,53031652.1754812,225417105.11019,1947002589.51344,30962540.1751081,34697904099.1796,136006884.085173,39889947448.983,44007707.1290944,45483310.2209028,44370189.8058119,4176388.69826082,1817811.12239985,3447875.17930554,4573516492.29295,132112832.569696,5558340.16028495,40592869.1293316,1682974284.59018,0.0,695972460.905085,3231358571.24198,11464883389.8324,765305513.303899,4642384615.8233,4086497761.70449,0.0,20156102258.3609,54854608.8774026,444287729.196051,40634840607.9791,236752278.376139,175834896.938286,55004809.2152628,103419601.187951,14848484529.9378,2454268845.45523,67064556.5802632,678164279.450453,39300000.0,1251990817.28745,698792770.863774,28700335.9404161,75611000.0,121130606.414131,37988313.1495215,1400949500.95045,17410750.976516,52544736.6870298,2184061042.17234,83254172.2079454,40262546.0663493,31142214.8911819,4780529107.64952,60811819.1314729,18692594.3553859,42014622.8213036,41599441.5651979,9801826.44498582,26407487.1383223,2089087477.20559,83659580.3783019,17304328.3093671,818784525.338,30270700.5021126,6839136798.54718,3253032487.91246,42587851.9897603,1180888906.52068,1482054616.38492,3320238862.60535,118000000.0,1178753608.06555,1576447115.27042,79556597.1473675,3192276376.89866,0.0,1803958424.17472,167982106.865488,895631868.131868,1074785782.24706,17577353180.6466,77272576.5263821,18126666666.6667,97731859.3168924,70800402.2828007,4457304301.56047,9490749.70300016,112211743.772242,8560000.0,914364967.948176,551454504.427754,499529506.65412,290785271.801767,5085207514.45011,25662115.1225271,11398353.4738995,1046927961.04454,16619008.3763229,30852572.784024,3264802657.79883,19050989.3603968,106190591.073583,8230000.0,24202817.5860306,358166577.75045,7791986303.62493,118603807.737673,139615977.691803,2068583951.95686,575206289.458717,293167825790.971,217747190.74336,1541033863.86102,431345012.174325,927234.774966126,397073042.442432,2414137709.52873,43362495.2453404,311400000.0
1998,6127288.0633346,170278292.568682,33638047.439804,4010347174.94894,3398699349.67484,66757573.0568511,7107542890.88659,2159796003.21024,107262858.619798,58736036.2332111,3664288413.2382,32817291.9765669,39494738.5550011,701585600.35317,320389011.33859,329787234.042553,241025517.642926,227586087.288305,9395000.0,228677000.361153,14357357046.8411,293977055.449331,181051047.355817,12196218.5662455,7748607984.03732,3494250970.81687,2112373122.91435,17031780199.6918,93525611.2625478,137245911.531786,26629667.191379,109477580.051066,3389806737.53892,4513154.87863892,0.0,0.0,483748645.108205,1166099773.24263,31056200101.4714,26704778.8387416,2846065338.17452,159053096.301731,1910962052.4694,549000000.0,2372048406.13931,263001685.699266,10333417234.2975,59919847.4767519,458549925.448748,1959708814.0168,22598926.9284585,33633561283.2294,136006884.085173,41222125832.6215,41084456.9800406,57453085.6613862,45034483.3162197,4049572.02318873,2900235.95139944,3447875.17930554,4824257168.88238,139804367.713636,5558340.16028495,40592869.1293316,1341113073.5547,0.0,618464379.996455,972702125.109851,11920610818.3832,742402153.190535,5479362941.74375,4086497761.70449,0.0,20825125351.8551,47640218.878249,496473906.911142,37849012642.7562,242646223.083829,171964013.272218,43757918.3783161,83323986.0913039,10457957529.3983,2282153591.72584,33350210.5611021,693871897.528576,39300000.0,1443621758.26714,733435634.700334,27807021.3520299,138175000.0,129319441.153816,42180166.50442,1444959716.46388,10613141.6761316,50446576.2487595,2263223453.48751,78991291.1275263,41020286.3961814,29081268.4140846,5873097951.17891,60811819.1314729,19920839.9339698,49264817.3412157,25610687.8329336,8456738.92475628,14474120.3693274,1158657313.14835,78912428.4587611,22035691.039271,1149684729.96436,26271274.5348189,6836084823.12962,3324939364.62075,42273075.8854004,969356349.524957,1318205461.63849,3218881738.28494,104000000.0,1141808873.72014,1225561280.50943,49720532.9886815,3491022616.10174,0.0,1763863840.30228,139262988.039667,895631868.131868,1254227892.71236,7955730400.98588,87091837.061419,20861600000.0,259957570.143724,75090854.8492081,4466270315.48757,10054233.1256955,110830676.156584,8560000.0,642122263.42864,551454504.427754,397592215.742942,301139822.232736,5035805616.94719,25731330.5404213,10542378.7434509,1096039533.05164,16103004.9902365,30852572.784024,2110239752.02735,22613230.3235152,87510040.1606426,8230000.0,24202817.5860306,365849374.736546,8781048158.20561,134276958.073994,154712531.544533,1405161785.47809,573248407.643312,290996055088.378,217747190.74336,1450963991.62112,431345012.174325,927234.774966126,384502730.310122,1905656008.74051,43362495.2453404,311400000.0
1999,6127288.0633346,1066588789.23285,42784205.2131221,4233083730.42886,3461730865.43272,68234148.5659606,7770250653.24688,2124379545.86859,120262173.966334,50571188.2632257,3598447519.62175,17843134.3887192,41741175.4769782,737412573.607247,357224539.583311,364361702.12766,241025517.642926,165903848.853768,9395000.0,176744242.061382,9866973918.50843,258413177.892104,169578756.162962,12196218.5662455,8210778539.84237,3146822887.19502,2043134811.5186,20473915094.7667,93525611.2625478,144704636.518818,149277860.267765,109477580.051066,3247296766.36887,5004734.20803463,0.0,0.0,289970366.968818,1205931869.98831,30547956346.0754,26779052.5599113,2784881254.0853,175000467.782275,1826496569.97712,296000000.0,2447978793.90325,272856734.575223,11113722490.4035,73800541.3247853,703704869.526897,1653905118.85978,23811699.7187275,32672714284.8488,136006884.085173,40760400666.5656,25882678.3632664,59277760.90128,55211186.391812,3519056.43653851,2900235.95139944,3447875.17930554,5012285642.29829,123754165.194209,5558340.16028495,40592869.1293316,1041757821.49237,0.0,702942491.123612,1135147005.46775,13895562461.387,741508607.785627,6650285143.99772,4086497761.70449,0.0,21016456909.9333,45131071.7533008,511988716.502116,43122898504.9207,143905357.127917,151917777.442831,33554323.8898987,88172003.477046,12095186823.9094,2286352512.19552,15382947.3867998,829663624.787776,39300000.0,1153487088.49079,631014150.108657,34078186.6869193,106450000.0,127052871.960121,56568626.3912459,1007810762.90081,5990984.99400901,45036442.9167064,2652912012.04971,66236920.4489137,43852596.8046075,27986620.6626388,6950081055.84183,60811819.1314729,18021861.8806698,56516191.6540771,31959678.1122025,9040808.70966973,14402979.4887963,1663289473.68421,105765957.168204,23550468.6543262,491671368.589997,26927929.6825383,7026433290.32725,3309198286.48433,47484957.3706686,970306041.9875,1340442132.63979,3080764514.44121,111600000.0,992217726.322883,1341016654.30172,35678026.4278796,3226555351.37669,0.0,1817405621.2408,116553254.85737,895631868.131868,955337576.959199,6469035211.35342,80852363.5840954,18320000000.0,429617897.44605,78285006.1474844,4493173880.20956,17000426.7843187,114743701.067616,8560000.0,737469450.756764,551454504.427754,327169170.93351,274841827.849109,5080829731.6891,25853264.1075836,11090147.4568467,1127632857.10901,20951796.2510902,30852572.784024,2056847121.54589,15126152.2552291,111923076.923077,8230000.0,24202817.5860306,357013395.378637,9951788873.95143,128497943.630087,159704570.293436,941788284.056904,574285890.663445,298094891322.404,250071736.011478,1408064715.83639,431345012.174325,927234.774966126,395252957.268909,1738036625.04829,56113432.8858217,263400000.0
